Academic_Avg,Aptitude_Test_Score,Backlog_Flag,Backlogs,CGPA,Certification_Count,Communication_Score,Degree_Percentage,Experience_Score,Extracurricular_Activities,HSC_Percentage,Internships,Projects_Count,SSC_Percentage,Skill_Index,Technical_Score,Placement_Status
73.45,-0.9882644770683532,1,0.1985802704655981,1.079569269532602,0.3599149691304208,0.6012213080352579,0.9323722498837256,5,0,0.1040709625028429,1.413315033927179,-0.8936086540892748,-0.8073458255364541,59.303333333333335,-0.7298903172916785,1
49.715,-0.3589294017926266,1,1.2627832204420086,-2.644699132656476,-1.2790420851975428,-2.143800016606837,-2.652229135649162,3,1,-1.8232924286080257,-0.9285491482222478,0.41398375751341,0.0407744968627181,56.48999999999999,0.3471003287830258,0
57.53750000000001,-1.0032041821194086,1,2.326986170418419,-1.1419241633521118,-1.2790420851975428,-0.318199017742507,-1.428846023044559,2,0,-1.5585539750608637,1.413315033927179,-1.5474048598906172,-0.3732970952293831,52.03666666666667,-1.2497376936069065,0
66.9975,-0.9253932183118264,1,0.1985802704655981,0.7808810768758336,0.3599149691304208,-1.7922136840294196,0.5333064558641325,7,1,-1.3106778433956865,0.2423829428524656,1.0677799633147524,-0.9544502069375956,55.169999999999995,0.3677565159213792,0
80.21,2.1988726004902226,0,-0.8656226795108123,0.0901646313570571,1.9988720234583848,0.6416758023694794,0.4252458845619146,9,0,0.8215627585812988,-0.9285491482222478,1.721576169116095,2.3236165637915374,90.37666666666667,1.649587684451422,1
62.5025,-0.9266381937327478,1,0.1985802704655981,0.015492583192865,1.9988720234583848,-0.1835958820486423,0.4423080800306851,9,0,-1.3191090043366789,0.2423829428524656,1.0677799633147524,-1.7462713216400343,59.663333333333334,-0.1124998350453372,1
75.65,1.1387760295757197,0,-0.8656226795108123,0.7342110467732138,1.9988720234583848,2.4525660760213657,0.7039284105518445,10,1,0.2979876641456684,0.2423829428524656,1.721576169116095,0.3377074148761323,84.82666666666667,0.2587377504689588,1
67.1825,0.8013876905060423,1,1.2627832204420086,-0.4792097358949074,0.3599149691304208,-0.4292649930964608,-0.2543982349441394,8,1,0.5104529198586772,1.413315033927179,1.0677799633147524,-0.8681852919184077,65.64666666666666,-0.4837374205596337,1
58.644999999999996,-0.352082036977559,1,0.1985802704655981,-1.2539322355984,-1.2790420851975428,-0.231405738989086,-1.1094038078792312,3,1,-0.3950537652039088,1.413315033927179,-0.8936086540892748,-1.4211887997782535,59.07333333333333,-0.7063652152729984,0
69.5225,1.402088331100579,0,-0.8656226795108123,0.2208407156443929,-0.4595635580335609,-1.6296601704319107,0.1408759600823942,1,0,-0.231489242948656,-0.9285491482222478,-1.5474048598906172,-0.2788597145767994,65.28666666666666,-0.1629927369390905,1
61.17999999999999,-1.4489053828092409,1,2.326986170418419,-0.2365255793612827,-1.2790420851975428,-1.0875699463533408,-0.2667209316715862,3,0,-1.0754484531419977,2.5842471250018924,-1.5474048598906172,-1.564660974231218,41.10333333333333,-2.120740251274142,0
72.235,0.8399819285546034,0,-0.8656226795108123,0.491526890239589,0.3599149691304208,0.4607338822564157,0.5333064558641325,6,0,-0.0030047814477605,1.413315033927179,-0.2398124482879324,-0.1789740235019496,78.18,0.9438346238910138,1
55.07,-0.4161982711550069,1,1.2627832204420086,-1.449946362029404,-0.4595635580335609,-1.1670078625005396,-1.6307486694250186,3,0,-1.1521720177050283,0.2423829428524656,-0.8936086540892748,-1.2141530037322028,56.20666666666667,-0.4108669825993312,0
82.155,-2.0471160725619346,0,-0.8656226795108123,1.294251408004653,-0.4595635580335609,-0.2181660862978862,1.3636666353443314,4,1,1.395724818662882,0.2423829428524656,-0.2398124482879324,0.3413396218243079,54.98666666666666,0.1422598063276881,1
79.75,0.0295029295348253,1,0.1985802704655981,0.9302251732042178,-0.4595635580335609,0.0561889389141991,0.9702882398143288,4,0,0.6976246927487102,0.2423829428524656,-0.2398124482879324,0.9506423373808872,67.87666666666667,0.2329175165460169,1
61.97,-1.1843481058634608,1,2.326986170418419,-0.2738616034433787,-1.2790420851975428,0.1952052921717972,-0.4354470868627671,3,1,-0.914413279169042,-0.9285491482222478,0.41398375751341,-1.2531992284250983,55.50333333333333,-0.8865330697575255,1
63.59,0.1266110123666874,1,1.2627832204420086,-0.0405114529302786,0.3599149691304208,-2.1254116100912817,-0.2325965407340438,4,0,-1.368009737794435,0.2423829428524656,-0.8936086540892748,-0.5975858742792711,61.696666666666665,0.7814540416645134,0
54.78,-0.8089880164556832,1,0.1985802704655981,-1.3379382897831158,-0.4595635580335609,-1.4134125098089807,-1.4269502235480291,6,0,-1.2145626086683723,0.2423829428524656,1.0677799633147524,-1.556488508597821,57.11333333333334,0.2994763417696,0
79.66,0.1054464302110256,1,0.1985802704655981,1.200911347799413,-0.4595635580335609,-0.9426693030107646,0.904883157184038,6,0,-0.080571462104891,0.2423829428524656,1.0677799633147524,1.5554047942522449,66.17666666666666,0.649483957169477,1
60.862500000000004,-1.3623795910552092,1,0.1985802704655981,-0.899240006818487,0.3599149691304208,0.1415111451463754,-0.7520456027833002,4,1,-2.288692512550808,-0.9285491482222478,-0.2398124482879324,0.736342127438484,58.18000000000001,-0.2197972515695621,0
76.9625,-0.0794324197957905,1,0.1985802704655981,0.7715470708553098,0.3599149691304208,-2.2136759613659467,0.774072991923459,5,1,0.5922351809863049,-0.9285491482222478,0.41398375751341,0.3940066225728645,49.046666666666674,-1.1372762302980932,0
57.535,0.8293996374767721,0,-0.8656226795108123,-1.7299665426451238,-1.2790420851975428,1.0337166292811182,-1.799474824616201,4,1,-0.1201979185275553,0.2423829428524656,0.41398375751341,-0.9962205868416234,66.86999999999999,-1.44023364166061,1
73.35,0.1652052504152485,0,-0.8656226795108123,-0.3578676576280954,1.9988720234583848,1.0903529213490293,-0.4724151770451048,7,1,0.4792576243770061,-0.9285491482222478,0.41398375751341,1.496381431344379,76.36666666666667,0.7625192034543562,1
71.49,0.6719102467302253,0,-0.8656226795108123,0.295512763808585,1.1793934962944026,2.1465829916025254,0.3778508971486612,9,0,-0.2846055568769078,1.413315033927179,1.0677799633147524,0.1933271886861231,85.30333333333333,1.009819666138531,1
67.5675,-1.5329412237214302,0,-0.8656226795108123,-0.0685134709918508,-1.2790420851975428,-0.0637034715672216,-0.2619814329302597,1,1,0.2389695375587212,-0.9285491482222478,-0.8936086540892748,-0.8282310154884683,52.29333333333333,-0.9157960015368596,1
55.292500000000004,-1.9251084813116448,1,0.1985802704655981,-2.476687024287044,-0.4595635580335609,0.3408414717749954,-2.533149229773364,5,1,-0.5923429312231313,0.2423829428524656,0.41398375751341,0.1270394118819048,50.586666666666666,-1.1636702471971003,0
85.5,0.6364284472339681,1,0.1985802704655981,1.490265534435658,0.3599149691304208,1.5243193151161336,1.489737301863585,9,0,1.9555539051447792,0.2423829428524656,2.375372374917437,0.641904746785899,86.00999999999999,1.649587684451422,1
60.75,-0.8867989802632655,1,2.326986170418419,-1.2445982295778752,-1.2790420851975428,0.9064688561934764,-1.248745070874196,1,1,-0.9068252343221492,-0.9285491482222478,-0.8936086540892748,0.0189812551736593,62.18666666666667,-0.5652146031609168,0
65.06,-0.4541700214931071,0,-0.8656226795108123,-1.011248079064775,1.1793934962944026,0.2283044238997969,-0.9340423544501936,8,1,-0.4894827677430244,-0.9285491482222478,1.721576169116095,0.6064907290411798,69.13666666666667,0.7613716375022248,1
